Row Count,CaseID,CASEID_NEW,w6_q21d_year,w6_q21e_year,w6_identity_all
704,838,2947545,2012,,heterosexual or straight
705,839,2589765,2014,,lgbtqiapk+
706,840,2233103,1978,,heterosexual or straight
707,843,2221631,2011,,heterosexual or straight
708,844,2056521,2014,,heterosexual or straight
709,845,2419327,1958,,heterosexual or straight
710,846,2774941,2012,,lgbtqiapk+
711,847,2943489,1993,,heterosexual or straight
712,848,2824065,1981,,heterosexual or straight
714,851,1435195,1978,,heterosexual or straight
715,852,2409349,1989,,heterosexual or straight
716,853,1806589,,2009,heterosexual or straight
717,855,1279337,1984,,heterosexual or straight
718,856,2912343,1983,,heterosexual or straight
720,858,1126257,1986,,heterosexual or straight
721,859,2291915,2014,,lgbtqiapk+
722,860,1945851,,2017,heterosexual or straight
723,861,1943633,2013,,heterosexual or straight
724,862,2148015,2016,,heterosexual or straight
725,863,2015057,1979,,heterosexual or straight
726,864,2773791,1977,,heterosexual or straight
727,865,2829661,2011,,lgbtqiapk+
728,866,1910719,1990,,heterosexual or straight
729,867,2109501,,2001,heterosexual or straight
730,868,2351687,2015,,lgbtqiapk+
731,869,2178659,,1977,lgbtqiapk+
732,870,2211947,,2011,heterosexual or straight
733,871,2025455,1998,,heterosexual or straight
734,872,2237695,2011,,heterosexual or straight
735,873,2866853,1984,,heterosexual or straight
737,875,2247535,2015,,lgbtqiapk+
738,876,2644371,1961,,heterosexual or straight
739,878,651349,1984,,heterosexual or straight
740,879,2855435,1979,,heterosexual or straight
741,880,1513043,,,heterosexual or straight
742,882,1900719,,,heterosexual or straight
743,883,1801065,1963,,heterosexual or straight
744,884,2405521,1968,,heterosexual or straight
745,885,2965373,,2005,lgbtqiapk+
746,886,1703469,,2012,heterosexual or straight
747,887,1828581,1983,,heterosexual or straight
748,888,1741519,2008,,heterosexual or straight
749,890,2869139,2002,,heterosexual or straight
750,891,1359303,,,heterosexual or straight
751,892,2700763,2015,,heterosexual or straight
752,893,2855973,,,heterosexual or straight
753,894,2921269,,,heterosexual or straight
755,896,2302963,1997,,heterosexual or straight
756,898,2899207,,,heterosexual or straight
757,899,1926375,,2015,heterosexual or straight
758,901,1088237,1990,,heterosexual or straight
759,902,1329491,,,heterosexual or straight
760,903,1101235,1973,,heterosexual or straight
761,904,1269605,,,heterosexual or straight
763,906,1889817,2000,,heterosexual or straight
764,907,2295955,,,lgbtqiapk+
765,908,2629025,1986,,heterosexual or straight
766,910,894473,1967,,heterosexual or straight
767,911,663969,,2012,heterosexual or straight
768,912,1437339,2005,,heterosexual or straight
769,914,1931787,,,heterosexual or straight
770,915,2883611,1948,,heterosexual or straight
771,916,2816657,,,heterosexual or straight
772,917,2126717,,,heterosexual or straight
773,919,1700547,1998,,heterosexual or straight
774,920,2247021,1963,,heterosexual or straight
775,921,2944571,1979,,lgbtqiapk+
776,922,2630463,1970,,heterosexual or straight
777,923,2307533,,,lgbtqiapk+
778,924,2954053,1972,,heterosexual or straight
779,925,2809487,1961,,heterosexual or straight
780,926,1961301,2003,,heterosexual or straight
781,927,1437467,,2000,heterosexual or straight
782,928,2506415,1963,,heterosexual or straight
783,929,2550825,2001,,heterosexual or straight
784,930,2241473,,,heterosexual or straight
785,931,1631841,1980,,heterosexual or straight
786,932,2941515,,,lgbtqiapk+
787,933,2848719,2011,,heterosexual or straight
788,934,2893071,,,heterosexual or straight
789,936,2900293,,,heterosexual or straight
790,937,2947445,2015,,heterosexual or straight
791,938,2882529,,2007,heterosexual or straight
792,939,2278063,1985,,heterosexual or straight
793,941,2450675,1992,,heterosexual or straight
794,942,2330201,,,heterosexual or straight
795,943,2867853,1979,,heterosexual or straight
796,944,2946841,1991,,heterosexual or straight
797,945,1127787,1990,,heterosexual or straight
798,946,2559583,,2015,lgbtqiapk+
799,948,1911405,1992,,heterosexual or straight
800,949,1948083,1985,1988,heterosexual or straight
801,951,654043,2006,,heterosexual or straight
802,952,2887003,,2016,lgbtqiapk+
803,953,2798601,,,heterosexual or straight
804,954,1912151,,,heterosexual or straight
805,955,1587197,2010,,heterosexual or straight
806,956,2168177,,2014,heterosexual or straight
807,958,2227047,,,heterosexual or straight
808,959,2317517,2010,,heterosexual or straight
809,960,2787171,2006,,heterosexual or straight
810,961,2909343,2014,,heterosexual or straight
811,962,2559479,2000,,lgbtqiapk+
812,963,2925421,,,heterosexual or straight
813,964,650237,,,heterosexual or straight
814,965,1483013,2007,,heterosexual or straight
815,966,2958163,1989,,heterosexual or straight
816,967,2689423,,,heterosexual or straight
817,969,1932357,,2006,heterosexual or straight
818,970,1812873,,,heterosexual or straight
819,971,2951535,,,lgbtqiapk+
820,972,1122491,2006,,lgbtqiapk+
821,973,1928207,1972,,heterosexual or straight
822,974,2343477,2010,,heterosexual or straight
823,975,2235913,2015,,lgbtqiapk+
824,976,2494315,,,lgbtqiapk+
825,977,784503,1994,,heterosexual or straight
826,978,1835211,,1992,lgbtqiapk+
827,979,1831591,,,heterosexual or straight
828,980,2443391,2013,,heterosexual or straight
829,981,2565397,1973,,heterosexual or straight
830,983,2717509,1983,,heterosexual or straight
831,985,2913099,2008,,heterosexual or straight
832,986,2456191,,,heterosexual or straight
833,988,1984819,2002,,lgbtqiapk+
834,989,774843,,,lgbtqiapk+
835,990,2849189,2001,,heterosexual or straight
836,991,1179591,1984,,heterosexual or straight
837,992,1658485,1965,,heterosexual or straight
838,993,2333793,,,heterosexual or straight
839,994,2929349,2000,,heterosexual or straight
840,995,2956121,1988,,heterosexual or straight
841,997,1438759,1968,1997,heterosexual or straight
842,998,1938391,,2016,heterosexual or straight
843,999,2144713,2007,,heterosexual or straight
844,1000,2075951,,,heterosexual or straight
845,1001,2664605,,,heterosexual or straight
846,1003,1171617,1989,,heterosexual or straight
847,1005,2088949,,,heterosexual or straight
848,1006,1141793,1964,,heterosexual or straight
850,1008,2153601,2004,,heterosexual or straight
851,1009,1168239,,2016,heterosexual or straight
852,1010,2219813,2012,,lgbtqiapk+
853,1011,2853477,1976,,heterosexual or straight
854,1012,2795725,2002,,heterosexual or straight
855,1013,1860397,,2017,heterosexual or straight
856,1014,2871939,2002,,heterosexual or straight
857,1016,2883551,,,heterosexual or straight
858,1017,621425,2014,,heterosexual or straight
859,1018,2931509,1978,,heterosexual or straight
861,1020,1848983,1968,,heterosexual or straight
862,1022,1017969,,,heterosexual or straight
863,1023,587121,2008,,heterosexual or straight
864,1026,2599809,,2002,lgbtqiapk+
865,1027,2451149,1987,,heterosexual or straight
866,1029,2296955,1963,,heterosexual or straight
867,1030,1873213,,2014,lgbtqiapk+
868,1031,1829879,,1999,heterosexual or straight
869,1032,2783089,,,lgbtqiapk+
870,1033,2702949,1964,,heterosexual or straight
871,1034,2413249,1988,,heterosexual or straight
872,1035,2722059,2003,,heterosexual or straight
873,1036,1260711,1979,,heterosexual or straight
874,1037,2064773,2017,,heterosexual or straight
875,1038,1374925,,,heterosexual or straight
876,1039,2663897,,,lgbtqiapk+
877,1040,1976731,1996,,heterosexual or straight
878,1041,2853837,1986,,heterosexual or straight
879,1043,2871731,1961,,heterosexual or straight
880,1044,1558639,,,heterosexual or straight
881,1045,1787105,,,lgbtqiapk+
882,1047,2307983,,2012,heterosexual or straight
883,1048,2854889,1969,,heterosexual or straight
884,1050,2354779,2001,,heterosexual or straight
885,1051,627633,1985,,heterosexual or straight
886,1052,2764461,,,lgbtqiapk+
887,1053,2912135,1992,,heterosexual or straight
888,1054,1928783,1963,,heterosexual or straight
889,1056,2689809,,,heterosexual or straight
890,1057,2827615,1994,,heterosexual or straight
892,1059,2913963,,2013,heterosexual or straight
893,1060,2259031,2000,,heterosexual or straight
894,1061,2785857,1986,,heterosexual or straight
895,1062,1390783,1985,,heterosexual or straight
896,1063,1734941,1976,,heterosexual or straight
897,1064,1969403,,,lgbtqiapk+
898,1065,2801891,2010,,heterosexual or straight
899,1066,2453865,2003,,heterosexual or straight
900,1067,1902763,,,lgbtqiapk+
901,1069,2886943,,,heterosexual or straight
902,1070,2718999,2002,,lgbtqiapk+
903,1071,1177155,,,heterosexual or straight
904,1072,444471,1964,,heterosexual or straight
905,1074,2300681,,,heterosexual or straight
906,1075,2865863,,,heterosexual or straight
907,1076,2808325,1989,,heterosexual or straight
908,1077,2311713,1999,,heterosexual or straight
909,1079,2952627,,,heterosexual or straight
910,1080,2483905,,,heterosexual or straight
911,1081,2573919,1981,,heterosexual or straight
912,1082,2901711,1987,,lgbtqiapk+
913,1083,1971759,,2008,heterosexual or straight
914,1084,2396417,1984,,heterosexual or straight
915,1086,2307227,,,heterosexual or straight
916,1087,2347771,2013,,heterosexual or straight
917,1088,1770495,1979,,heterosexual or straight
918,1089,1189499,,,heterosexual or straight
919,1091,2932727,2007,,heterosexual or straight
920,1092,1920673,1979,,heterosexual or straight
921,1093,2145315,2010,,lgbtqiapk+
922,1094,2409277,1987,,heterosexual or straight
923,1095,1985845,2006,,heterosexual or straight
924,1096,2782345,1957,,heterosexual or straight
925,1097,2894983,1957,,heterosexual or straight
926,1099,2485815,2004,,heterosexual or straight
927,1100,2296169,1995,,heterosexual or straight
928,1101,589881,,,heterosexual or straight
929,1103,2865145,,,heterosexual or straight
930,1104,1935057,2012,,lgbtqiapk+
931,1105,1246677,1978,,heterosexual or straight
932,1106,1786039,,,heterosexual or straight
933,1107,2922895,1976,,heterosexual or straight
934,1110,2667573,,2015,heterosexual or straight
935,1112,729319,2002,,heterosexual or straight
936,1113,1958229,1977,,heterosexual or straight
937,1114,2422219,1967,,heterosexual or straight
938,1115,2642539,1970,,heterosexual or straight
939,1116,2143713,,,heterosexual or straight
940,1117,2168577,,,lgbtqiapk+
941,1118,2870711,1985,,heterosexual or straight
942,1119,1404197,1968,,heterosexual or straight
943,1120,2248679,1995,,heterosexual or straight
944,1121,1678169,1991,,heterosexual or straight
945,1122,2537087,1997,,heterosexual or straight
946,1124,2851955,,,heterosexual or straight
948,1126,2649947,,,heterosexual or straight
949,1127,1816405,1963,,heterosexual or straight
950,1128,2942775,,,heterosexual or straight
951,1129,1664103,1965,,heterosexual or straight
952,1130,2957801,,2017,lgbtqiapk+
953,1131,1947341,2007,,heterosexual or straight
954,1132,2658989,1964,,heterosexual or straight
955,1133,1101051,1985,,heterosexual or straight
956,1134,2138215,,2017,heterosexual or straight
957,1135,1973029,,2001,lgbtqiapk+
958,1136,1371445,2002,,lgbtqiapk+
959,1137,2832199,,,heterosexual or straight
960,1139,2932761,,,heterosexual or straight
961,1140,2963813,2004,,heterosexual or straight
962,1141,2638587,2017,,heterosexual or straight
963,1142,212249,1983,,heterosexual or straight
964,1143,2249677,,,heterosexual or straight
965,1144,2793267,1998,,heterosexual or straight
966,1145,2645461,1948,,heterosexual or straight
967,1146,2207337,,,heterosexual or straight
968,1147,2260821,1964,,heterosexual or straight
969,1148,908663,1989,,heterosexual or straight
970,1150,1967995,,2015,heterosexual or straight
971,1151,2942729,1990,,heterosexual or straight
972,1152,810569,,,heterosexual or straight
973,1153,730391,1960,,heterosexual or straight
974,1155,1352199,2007,,heterosexual or straight
975,1158,1994269,,2007,lgbtqiapk+
976,1159,2781847,2003,,heterosexual or straight
977,1160,2922615,1965,,heterosexual or straight
978,1161,1954361,2007,,heterosexual or straight
979,1162,2948877,1976,,heterosexual or straight
980,1163,1786749,1972,,heterosexual or straight
981,1164,1758551,1972,,heterosexual or straight
982,1167,2915173,1986,,heterosexual or straight
983,1169,1975529,1972,,heterosexual or straight
984,1170,659879,,,heterosexual or straight
985,1171,861113,1975,,heterosexual or straight
986,1172,1372653,1966,,heterosexual or straight
987,1173,1858747,2008,,heterosexual or straight
988,1174,2598287,2017,,heterosexual or straight
989,1175,1908725,2016,,heterosexual or straight
990,1176,2283987,2007,,heterosexual or straight
991,1178,1153863,1962,,heterosexual or straight
992,1179,2850981,1962,,heterosexual or straight
993,1180,2880741,1978,,heterosexual or straight
994,1181,2211773,2012,,heterosexual or straight
995,1182,1833759,1991,,heterosexual or straight
996,1183,657869,1975,,heterosexual or straight
997,1184,716833,1976,,heterosexual or straight
998,1185,2686627,1984,,heterosexual or straight
999,1186,2843707,1980,,heterosexual or straight
1000,1187,1750391,,2016,heterosexual or straight
1001,1188,2923177,2005,,heterosexual or straight
1002,1189,2776897,1996,,heterosexual or straight
1003,1190,2339573,1968,,heterosexual or straight
1004,1191,2418655,,2015,heterosexual or straight
1005,1192,2614267,1992,,heterosexual or straight
1006,1193,1854377,1989,,heterosexual or straight
1007,1194,1894235,1985,,heterosexual or straight
1008,1195,2682197,,,heterosexual or straight
1009,1196,2605985,2017,,heterosexual or straight
1010,1197,2745439,,,heterosexual or straight
1011,1198,2335945,1974,,heterosexual or straight
1012,1200,2942339,2006,,heterosexual or straight
1013,1201,1029147,,2006,heterosexual or straight
1014,1202,1966851,,,heterosexual or straight
1015,1203,2312691,,,lgbtqiapk+
1016,1204,2634077,2015,,heterosexual or straight
1017,1205,842845,1985,,heterosexual or straight
1018,1206,785119,1955,,heterosexual or straight
1019,1207,2905035,1998,,heterosexual or straight
1020,1208,1759461,1992,,heterosexual or straight
1021,1210,2827541,1978,,heterosexual or straight
1022,1211,2923673,1987,,heterosexual or straight
1023,1212,2647673,,2016,heterosexual or straight
1024,1213,2649847,1979,,heterosexual or straight
1025,1214,2163859,1996,,heterosexual or straight
1027,1216,2296989,1983,,heterosexual or straight
1028,1217,2553107,1987,,heterosexual or straight
1029,1218,2775795,,,heterosexual or straight
1030,1219,2913301,1965,,heterosexual or straight
1031,1221,2684457,1981,,heterosexual or straight
1032,1222,1912589,,,heterosexual or straight
1033,1223,1964141,,,heterosexual or straight
1034,1227,1645953,1995,,heterosexual or straight
1035,1228,2136809,,,heterosexual or straight
1036,1229,2770541,2012,,heterosexual or straight
1037,1230,2142099,1991,,heterosexual or straight
1038,1232,2776651,1964,,heterosexual or straight
1039,1233,2784795,2005,,heterosexual or straight
1040,1234,2219513,,,lgbtqiapk+
1041,1235,2336171,1965,,heterosexual or straight
1042,1236,1862227,,,heterosexual or straight
1043,1237,2959699,1993,,heterosexual or straight
1044,1238,2365167,,2015,heterosexual or straight
1045,1239,1670727,1969,,heterosexual or straight
1046,1241,2489661,1995,,heterosexual or straight
1047,1242,2586225,,,heterosexual or straight
1048,1243,1300381,1952,,heterosexual or straight
1049,1244,2675803,1992,,heterosexual or straight
1050,1245,1982301,,1987,heterosexual or straight
1051,1246,1473855,1990,,heterosexual or straight
1052,1247,2441225,2012,2013,heterosexual or straight
1053,1248,1503527,1997,2013,heterosexual or straight
1054,1249,1850681,1975,,heterosexual or straight
1055,1250,2212019,1960,,heterosexual or straight
1056,1251,1976539,,,heterosexual or straight
1057,1252,2309889,1996,,heterosexual or straight
1058,1253,1802951,,,heterosexual or straight
1059,1254,2808751,,,heterosexual or straight
1060,1256,1943525,,,heterosexual or straight
1061,1257,2021701,,,heterosexual or straight
1062,1258,2776977,2014,,lgbtqiapk+
1063,1260,2174237,1994,,heterosexual or straight
1064,1261,2109123,,2016,heterosexual or straight
1065,1262,1748315,,,lgbtqiapk+
1066,1263,2822245,,,heterosexual or straight
1067,1264,1814535,2004,,heterosexual or straight
1068,1265,2166521,2016,,heterosexual or straight
1069,1266,1284217,1963,,heterosexual or straight
1070,1267,2000491,,,heterosexual or straight
1071,1268,1168011,1969,,heterosexual or straight
1072,1270,882735,1988,,heterosexual or straight
1073,1272,2041103,,2016,heterosexual or straight
1074,1273,2887517,,,heterosexual or straight
1075,1274,1697675,2000,,heterosexual or straight
1076,1275,1011851,2002,,heterosexual or straight
1077,1276,2534569,,2004,heterosexual or straight
1078,1277,1877643,1996,,heterosexual or straight
1079,1278,2007615,2012,,heterosexual or straight
1080,1279,2356411,,,lgbtqiapk+
1081,1280,1096779,,,heterosexual or straight
1082,1283,2179309,2008,,heterosexual or straight
1083,1284,2809191,,2017,heterosexual or straight
1084,1286,2586735,1997,,lgbtqiapk+
1085,1287,2696891,,,heterosexual or straight
1086,1288,2854003,1995,,heterosexual or straight
1087,1289,2856179,,1997,heterosexual or straight
1088,1290,2835269,2014,,lgbtqiapk+
1089,1291,2441733,2016,,heterosexual or straight
1090,1292,2829273,2009,,heterosexual or straight
1091,1293,2658787,2009,,lgbtqiapk+
1092,1294,2929809,,,lgbtqiapk+
1093,1295,1912917,1969,,heterosexual or straight
1094,1297,2014287,2010,,heterosexual or straight
1095,1299,2688047,,2000,heterosexual or straight
1097,1301,1156893,1975,,heterosexual or straight
1098,1302,1647053,1968,,heterosexual or straight
1099,1303,2888131,2007,,heterosexual or straight
1100,1304,2843515,,,heterosexual or straight
1101,1306,778327,,2013,heterosexual or straight
1102,1307,1615115,1994,,heterosexual or straight
1103,1308,1938441,,,heterosexual or straight
1104,1309,1677291,2010,,heterosexual or straight
1105,1310,1316837,,,heterosexual or straight
1107,1312,2166743,,2016,lgbtqiapk+
1108,1313,2772065,,,heterosexual or straight
1109,1314,2287223,2005,,heterosexual or straight
1110,1316,2965615,1988,,heterosexual or straight
1111,1317,2626179,,,heterosexual or straight
1112,1318,1776089,,2015,heterosexual or straight
1113,1319,2937661,1982,,heterosexual or straight
1114,1320,2885839,,,heterosexual or straight
1115,1323,2619669,,,heterosexual or straight
1116,1324,2216625,2008,,heterosexual or straight
1117,1325,2763807,,1987,lgbtqiapk+
1120,1328,1026725,,,heterosexual or straight
1121,1330,2346849,1993,,heterosexual or straight
1122,1331,2333789,1988,,heterosexual or straight
1123,1332,2689311,,,heterosexual or straight
1124,1333,1129859,1998,,heterosexual or straight
1125,1335,2281739,1983,,heterosexual or straight
1126,1336,2729559,1971,,heterosexual or straight
1127,1337,2595771,1951,,heterosexual or straight
1128,1338,2813935,,,heterosexual or straight
1129,1339,1393559,,2010,heterosexual or straight
1130,1340,2812649,,,heterosexual or straight
1131,1341,2957229,,,lgbtqiapk+
1132,1342,2832523,2006,,heterosexual or straight
1133,1344,2858443,1988,,heterosexual or straight
1134,1347,2870231,2012,,heterosexual or straight
1135,1348,1152229,1969,,heterosexual or straight
1136,1349,1927273,1979,,heterosexual or straight
1137,1350,2871195,2004,,heterosexual or straight
1138,1351,2876231,2000,,heterosexual or straight
1139,1352,2017353,1965,,heterosexual or straight
1140,1353,2116829,1999,,heterosexual or straight
1141,1354,1251293,1996,,heterosexual or straight
1142,1355,2590055,2012,,heterosexual or straight
1143,1356,2452307,1950,,heterosexual or straight
1144,1357,1214063,1999,,heterosexual or straight
1145,1358,1386459,,,heterosexual or straight
1146,1360,2207753,1984,,heterosexual or straight
1147,1361,2790067,1973,,heterosexual or straight
1148,1362,2267513,,,heterosexual or straight
1149,1363,865265,,2003,heterosexual or straight
1150,1364,2960855,2001,,lgbtqiapk+
1151,1366,1385831,1976,,heterosexual or straight
1152,1367,1929095,,,heterosexual or straight
1153,1368,1640011,1972,,heterosexual or straight
1154,1370,2458979,2013,,lgbtqiapk+
1155,1371,1519185,1989,,heterosexual or straight
1156,1372,2561175,1972,1998,heterosexual or straight
1157,1373,2310811,2013,,heterosexual or straight
1158,1374,1860737,,,heterosexual or straight
1159,1375,1840339,2002,,heterosexual or straight
1160,1376,1473681,,2017,heterosexual or straight
1161,1377,2881289,,,heterosexual or straight
1162,1378,2520473,,,lgbtqiapk+
1163,1379,2336237,1989,,heterosexual or straight
1164,1380,2340833,1995,,heterosexual or straight
1165,1381,2842485,2012,,heterosexual or straight
1166,1382,2231945,,,lgbtqiapk+
1167,1383,2320021,2000,,heterosexual or straight
1168,1385,1634387,1970,1992,heterosexual or straight
1169,1386,2903007,1985,2015,lgbtqiapk+
1170,1387,2821991,,2011,lgbtqiapk+
1171,1388,2933125,,,heterosexual or straight
1172,1389,2452097,2001,,heterosexual or straight
1173,1390,2735569,,,heterosexual or straight
1174,1391,828033,1979,,heterosexual or straight
1175,1393,2948405,,,heterosexual or straight
1176,1395,1927049,2006,,heterosexual or straight
1177,1396,2934277,2009,,heterosexual or straight
1178,1397,1834931,1987,1999,heterosexual or straight
1179,1399,605501,1960,1984,heterosexual or straight
1180,1400,1951969,,,heterosexual or straight
1181,1401,2846057,,,heterosexual or straight
1182,1402,820551,,2012,lgbtqiapk+
1183,1404,2611417,,,heterosexual or straight
1184,1405,1854309,1968,,heterosexual or straight
1185,1406,632159,,,heterosexual or straight
1186,1408,2038639,,2017,heterosexual or straight
1187,1410,2089325,,,lgbtqiapk+
1188,1411,1672091,1970,,heterosexual or straight
1189,1412,2911331,,,heterosexual or straight
1190,1413,2906511,2009,,heterosexual or straight
1191,1414,1808385,1983,,heterosexual or straight
1192,1417,1617279,,2003,heterosexual or straight
1193,1418,2826901,2009,,heterosexual or straight
1194,1419,2684117,2009,,heterosexual or straight
1195,1421,2773275,,,heterosexual or straight
1196,1422,2967595,,2017,lgbtqiapk+
1197,1423,1033007,1997,,heterosexual or straight
1198,1424,2225885,,,lgbtqiapk+
1199,1425,1253615,1994,,heterosexual or straight
1200,1426,1954581,1979,,heterosexual or straight
1201,1428,2179207,,2016,lgbtqiapk+
1202,1429,2519453,1986,,heterosexual or straight
1203,1430,2241407,,,lgbtqiapk+
1204,1432,1825867,1952,,heterosexual or straight
1205,1433,1692049,,,heterosexual or straight
1206,1434,2433921,1989,,heterosexual or straight
1207,1435,621641,1990,,heterosexual or straight
1208,1436,2900187,1986,,heterosexual or straight
1209,1437,1886009,1996,,heterosexual or straight
1210,1438,2723591,,,lgbtqiapk+
1211,1439,2862329,1988,,heterosexual or straight
1212,1440,1969389,2009,,lgbtqiapk+
1213,1441,2493475,1965,,heterosexual or straight
1214,1443,2564383,1996,,heterosexual or straight
1215,1444,2484899,,1988,lgbtqiapk+
1216,1445,2298529,,,lgbtqiapk+
1217,1446,1181279,2005,,heterosexual or straight
1218,1447,2826185,2013,,heterosexual or straight
1219,1448,2910257,,,heterosexual or straight
1220,1449,2044659,,2015,lgbtqiapk+
1221,1450,2255555,,,heterosexual or straight
1222,1451,2867425,,2016,lgbtqiapk+
1223,1452,2140465,,2017,heterosexual or straight
1224,1454,2961139,1999,,heterosexual or straight
1225,1455,1915405,2015,,heterosexual or straight
1226,1457,2608147,1988,,heterosexual or straight
1227,1459,868743,1967,,heterosexual or straight
1228,1460,2585983,,,heterosexual or straight
1229,1461,1592665,1990,,heterosexual or straight
1230,1463,2351669,,2001,lgbtqiapk+
1231,1464,2583199,2012,,heterosexual or straight
1232,1465,2054807,,,heterosexual or straight
1233,1467,2064671,2002,,heterosexual or straight
1234,1468,2007183,,1989,heterosexual or straight
1235,1469,1225799,1951,,heterosexual or straight
1236,1470,981251,1975,,heterosexual or straight
1237,1471,2302555,,,lgbtqiapk+
1239,1474,1462833,2017,,heterosexual or straight
1240,1475,2890819,2015,,heterosexual or straight
1241,1476,1827047,,1999,lgbtqiapk+
1242,1477,2730029,2006,,lgbtqiapk+
1243,1478,2673921,1984,,heterosexual or straight
1244,1479,1971105,,2017,heterosexual or straight
1245,1482,2963941,1982,,lgbtqiapk+
1246,1483,2699043,2005,,heterosexual or straight
1247,1485,2623489,2003,,heterosexual or straight
1249,1487,2822069,,,lgbtqiapk+
1250,1488,2944557,,,lgbtqiapk+
1251,1490,1223495,,,heterosexual or straight
1252,1491,2822657,2009,,heterosexual or straight
1253,1492,2730655,,,heterosexual or straight
1254,1493,1249059,,1994,heterosexual or straight
1255,1494,2580321,,,heterosexual or straight
1256,1497,1967807,1996,,heterosexual or straight
1257,1498,2158831,,,heterosexual or straight
1258,1499,1943159,1956,,heterosexual or straight
1259,1500,2211239,2006,,lgbtqiapk+
1260,1502,2756929,1995,,heterosexual or straight
1261,1503,1855173,,2015,lgbtqiapk+
1262,1504,1527779,1986,,heterosexual or straight
1263,1505,2863277,2017,,heterosexual or straight
1264,1507,2520593,,2007,lgbtqiapk+
1265,1508,2473861,,,heterosexual or straight
1266,1509,1164927,,2015,lgbtqiapk+
1267,1510,2461289,1992,,heterosexual or straight
1268,1511,2280109,,2004,lgbtqiapk+
1269,1512,648619,,,heterosexual or straight
1270,1513,2629823,,,heterosexual or straight
1271,1514,428211,1990,,heterosexual or straight
1272,1517,2645947,1997,2017,heterosexual or straight
1273,1518,2284105,2004,,heterosexual or straight
1274,1519,1130085,1965,,heterosexual or straight
1276,1521,2023291,2010,,heterosexual or straight
1277,1522,2731005,,,lgbtqiapk+
1278,1523,1634959,1990,,heterosexual or straight
1279,1525,765797,2009,,heterosexual or straight
1280,1527,2494345,,,lgbtqiapk+
1281,1528,2624033,,,heterosexual or straight
1282,1529,2948315,,,lgbtqiapk+
1283,1530,2761583,2005,,heterosexual or straight
1284,1531,2916527,,,heterosexual or straight
1285,1532,2137193,2005,,heterosexual or straight
1286,1534,2065349,,,lgbtqiapk+
1287,1535,1994621,2010,,heterosexual or straight
1288,1537,2405801,,2008,lgbtqiapk+
1289,1539,2840101,,,heterosexual or straight
1290,1540,1758959,,2017,heterosexual or straight
1291,1541,2630805,1987,,heterosexual or straight
1292,1542,2852485,,2012,heterosexual or straight
1293,1543,1901119,,,heterosexual or straight
1294,1544,957155,1988,,heterosexual or straight
1295,1545,2449593,1973,,heterosexual or straight
1296,1546,2445857,1957,,heterosexual or straight
1297,1547,2434799,2004,,heterosexual or straight
1298,1548,1793545,,,heterosexual or straight
1299,1549,2905375,,,heterosexual or straight
1300,1552,2851181,,,lgbtqiapk+
1301,1554,1182387,1970,,heterosexual or straight
1302,1555,2582069,2007,,heterosexual or straight
1303,1556,2146669,,2000,heterosexual or straight
1304,1557,2330119,2010,,heterosexual or straight
1305,1560,2873549,,2010,heterosexual or straight
1306,1561,2530989,2008,,heterosexual or straight
1307,1562,2867451,2016,,lgbtqiapk+
1308,1563,1809325,1996,,heterosexual or straight
1310,1566,1868961,,,heterosexual or straight
1311,1567,2727279,,,heterosexual or straight
1312,1568,2700937,2016,,lgbtqiapk+
1313,1569,1763763,,2002,heterosexual or straight
1314,1570,1050737,,2016,heterosexual or straight
1315,1571,1989021,2001,,lgbtqiapk+
1316,1572,2808641,2000,,heterosexual or straight
1317,1573,698117,2011,,heterosexual or straight
1318,1574,2443587,,2009,lgbtqiapk+
1319,1575,2264059,1991,,heterosexual or straight
1320,1577,2729509,1960,,heterosexual or straight
1321,1579,2666253,,2000,heterosexual or straight
1322,1580,2757595,,,lgbtqiapk+
1324,1582,2818191,,2000,heterosexual or straight
1325,1583,2225637,1988,,heterosexual or straight
1326,1584,2631327,2001,,lgbtqiapk+
1327,1585,1049013,1967,,heterosexual or straight
1328,1586,2955053,,,heterosexual or straight
1329,1587,2886331,2002,,heterosexual or straight
1330,1588,2154761,1983,,heterosexual or straight
1331,1589,2514723,2000,,heterosexual or straight
1332,1590,2926595,1967,,heterosexual or straight
1333,1591,2283631,2014,,heterosexual or straight
1334,1592,1849533,,,lgbtqiapk+
1335,1593,2892085,1991,,heterosexual or straight
1336,1594,1904851,1995,,heterosexual or straight
1337,1595,847729,1962,,heterosexual or straight
1338,1596,2921297,2012,,heterosexual or straight
1339,1598,2664913,1971,,heterosexual or straight
1340,1600,2422835,1995,,heterosexual or straight
1341,1601,1386071,1970,,heterosexual or straight
1342,1602,2963711,2013,,heterosexual or straight
1343,1603,2587317,1976,,heterosexual or straight
1344,1605,662355,1981,,lgbtqiapk+
1345,1606,1740893,1977,,heterosexual or straight
1346,1607,1903389,1971,,heterosexual or straight
1347,1608,2674793,2013,2014,lgbtqiapk+
1348,1609,1130879,1992,,heterosexual or straight
1349,1610,2489663,1986,,heterosexual or straight
1350,1612,2695851,2009,,heterosexual or straight
1351,1613,2179641,1974,,heterosexual or straight
1352,1615,2629475,,1985,heterosexual or straight
1353,1616,2340595,,,heterosexual or straight
1354,1617,2295089,2008,,heterosexual or straight
1355,1618,815831,1991,,lgbtqiapk+
1356,1619,2489613,2014,,lgbtqiapk+
1357,1620,2227745,,,heterosexual or straight
